,Country_x,Year,Total_Issued,Total_Not_Issued,Total,Acceptance_Rate,CountryID,Country_Name,WEBNAME,Region,World_Rank,Region_Rank,Score2017,Property_Rights,Judical_Effectiveness,Government_Integrity,Tax_Burden,Gov_Spending,Fiscal_Health,Business_Freedom,Labor_Freedom,Monetary_Freedom,Trade_Freedom,Investment_Freedom_,Financial_Freedom,Tariff_Rate,Income_Tax_Rate,Corporate_Tax_Rate,Tax_Burden_pct_GDP,Gov_Expenditure_pct_of_GDP,Country_y,Population_MM,GDP_Billions_PPP,GDP_Growth_Rate_,Five_Year_GDP_Growth_Rate,GDP_per_Capita_PPP,Unemployment,Inflation,FDI_Inflow_MM,Public_Debt_pct_GDP,Unnamed_34,Unnamed_35,Score2018
0,AFGHANISTAN,2017,1910,1164,3074,0.6213402732595966,1.0,AFGHANISTAN,Afghanistan,Asia-Pacific,163.0,40.0,48.9,12.6,28.4,27.5,91.6,79.9,97.3,54.2,59.9,69.3,66.0,0.0,0.0,7.0,20.0,20.0,6.5,27.1,Afghanistan,32.0,$62.3 ,1.5,5.4,"$1,947",9.6,-1.5,58.0,6.8,,,
1,AFGHANISTAN,2018,1123,18,1141,0.9842243645924628,1.0,AFGHANISTAN,Afghanistan,Asia-Pacific,154.0,38.0,,17.9,28.2,26.2,91.8,79.3,98.3,53.0,57.3,77.8,66.0,10.0,10.0,7.0,20.0,20.0,5.0,26.3,Afghanistan,33.4,$64.1 ,1.5,4.4,"$1,918.6",8.5,4.4,99.6,8.3,,,51.3
2,ALBANIA,2017,1150,93,1243,0.9251810136765889,2.0,ALBANIA,Albania,Europe,65.0,30.0,64.4,54.0,28.5,39.7,86.9,72.5,51.5,79.3,50.7,81.4,87.7,70.0,70.0,1.1,23.0,15.0,23.6,30.0,Albania,2.8,$32.7 ,2.6,1.9,"$11,301",17.3,1.9,"1,003.3",71.9,,,
3,ALBANIA,2018,1443,142,1585,0.910410094637224,2.0,ALBANIA,Albania,Europe,65.0,32.0,,54.1,25.4,39.9,85.1,72.7,67.5,69.1,50.4,82.4,87.8,70.0,70.0,1.1,23.0,15.0,27.2,30.1,Albania,2.9,$34.2 ,2.6,2.0,"$11,840.2",16.3,1.3,"1,124.3",71.5,,,64.5
4,ALGERIA,2017,503791,279740,783531,0.6429751981733971,3.0,ALGERIA,Algeria,Middle East / North Africa,172.0,14.0,46.5,38.2,29.6,31.7,81.1,51.0,19.8,62.1,49.5,67.0,63.3,35.0,30.0,8.4,35.0,23.0,11.7,44.4,Algeria,39.5,$578.7 ,3.7,3.3,"$14,504",10.5,4.8,-587.3,8.7,,,
5,ALGERIA,2018,386366,324291,710657,0.5436743745576277,3.0,ALGERIA,Algeria,Middle East / North Africa,172.0,14.0,,27.8,35.2,29.0,74.0,45.9,19.2,68.1,48.7,69.9,63.5,25.0,30.0,8.3,35.0,23.0,29.1,42.5,Algeria,40.8,$612.5 ,3.7,3.6,"$15,026.5",11.2,6.4,"1,546.0",20.4,,,44.7
6,ANGOLA,2017,88155,21569,109724,0.803424957165251,4.0,ANGOLA,Angola,Sub-Saharan Africa,165.0,41.0,48.5,36.4,19.8,12.8,87.7,58.6,70.7,58.5,40.4,70.6,56.7,30.0,40.0,11.7,17.0,30.0,6.5,28.9,Angola,25.1,$184.4 ,3.0,4.7,"$7,344",7.6,10.3,"8,680.9",62.3,,,
7,ANGOLA,2018,84214,23127,107341,0.7845464454402326,4.0,ANGOLA,Angola,Sub-Saharan Africa,164.0,40.0,,36.0,25.4,18.9,82.4,69.1,54.8,58.3,50.9,58.5,59.5,30.0,40.0,10.2,17.0,30.0,24.0,32.1,Angola,27.4,$187.3 ,3.0,4.0,"$6,844.4",6.6,32.4,"14,363.6",71.9,,,48.6
8,ARGENTINA,2017,928,65,993,0.9345417925478349,5.0,ARGENTINA,Argentina,Americas,156.0,26.0,50.4,32.4,39.6,38.2,62.6,54.6,56.4,57.3,46.1,50.9,66.7,50.0,50.0,6.6,35.0,35.0,35.9,43.9,Argentina,42.4,$972.0 ,1.2,2.7,"$22,554",6.7,26.5,"11,654.9",56.5,,,
9,ARGENTINA,2018,878,62,940,0.9340425531914893,5.0,ARGENTINA,Argentina,Americas,144.0,26.0,,40.8,44.5,32.6,65.7,55.6,52.6,56.2,43.3,51.3,70.3,55.0,60.0,7.4,35.0,35.0,31.3,38.5,Argentina,43.6,$874.1 ,1.2,-0.2,"$20,047.5",6.6,58.4,"5,745.2",51.3,,,52.3
10,ARMENIA,2017,57626,8473,66099,0.8718134918833871,6.0,ARMENIA,Armenia,Europe,33.0,19.0,70.3,55.5,42.5,43.4,83.7,81.7,82.9,78.5,72.4,72.8,80.2,80.0,70.0,2.4,26.0,20.0,23.5,26.4,Armenia,3.3,$25.3 ,3.0,4.3,"$8,468",16.3,3.7,180.5,46.6,,,
11,ARMENIA,2018,52100,6939,59039,0.8824675214688595,6.0,ARMENIA,Armenia,Europe,44.0,20.0,,55.3,47.4,40.5,84.7,80.0,67.2,78.7,69.9,75.8,80.0,75.0,70.0,2.5,26.0,20.0,21.3,25.8,Armenia,3.0,$25.8 ,3.0,3.5,"$8,621.0",16.8,-1.4,338.0,51.8,,,68.7
12,AUSTRALIA,2017,14045,437,14482,0.9698246098605166,7.0,AUSTRALIA,Australia,Asia-Pacific,5.0,4.0,81.0,81.7,92.9,74.8,63.2,59.0,84.6,89.3,84.1,86.4,86.2,80.0,90.0,1.9,45.0,30.0,27.5,37.2,Australia,23.9,"$1,138.1 ",2.5,2.7,"$47,389",6.3,1.5,"22,264.5",36.8,,,
13,AUSTRALIA,2018,14662,432,15094,0.9713793560355108,7.0,AUSTRALIA,Australia,Asia-Pacific,5.0,4.0,,78.7,93.4,77.4,63.0,61.2,84.3,89.1,79.7,87.4,86.2,80.0,90.0,1.9,45.0,30.0,27.8,36.0,Australia,24.3,"$1,187.3 ",2.5,2.7,"$48,899.1",5.7,1.3,"48,190.2",41.1,,,80.9
14,AZERBAIJAN,2017,52225,7942,60167,0.8680007312978876,9.0,AZERBAIJAN,Azerbaijan,Asia-Pacific,68.0,15.0,63.6,50.5,33.0,37.6,87.7,57.5,97.4,71.5,75.0,73.6,74.4,55.0,50.0,5.3,25.0,20.0,14.2,38.5,Azerbaijan,9.5,$169.4 ,1.1,2.4,"$17,993",4.7,4.0,"4,047.7",36.1,,,
15,AZERBAIJAN,2018,52496,6257,58753,0.8935033104692527,9.0,AZERBAIJAN,Azerbaijan,Asia-Pacific,67.0,14.0,,53.6,36.8,39.9,87.5,59.4,95.5,72.3,71.9,65.6,74.6,55.0,60.0,5.2,25.0,20.0,15.0,36.8,Azerbaijan,9.5,$165.5 ,1.1,1.6,"$17,438.6",5.1,12.4,"4,500.0",37.7,,,64.3
16,BAHRAIN,2017,22376,356,22732,0.9843392574344536,11.0,BAHRAIN,Bahrain,Middle East / North Africa,44.0,4.0,68.5,64.2,53.7,55.5,99.9,69.8,12.0,69.4,78.7,80.7,82.8,75.0,80.0,3.6,0.0,0.0,3.8,34.7,Bahrain,1.2,$64.8 ,3.2,3.7,"$50,095",1.2,1.8,"-1,462.8",63.3,,,
17,BAHRAIN,2018,22746,762,23508,0.9675855028075548,11.0,BAHRAIN,Bahrain,Middle East / North Africa,50.0,4.0,,62.1,55.1,51.8,99.9,66.4,6.5,75.5,76.5,79.9,83.4,75.0,80.0,3.3,0.0,0.0,5.6,33.4,Bahrain,1.3,$66.9 ,3.2,3.9,"$50,704.1",1.3,2.8,281.9,82.1,,,67.7
18,BANGLADESH,2017,19792,8860,28652,0.6907720228954348,12.0,BANGLADESH,Bangladesh,Asia-Pacific,128.0,28.0,55.0,34.9,26.0,19.1,72.8,94.0,78.7,53.4,68.7,68.6,63.6,50.0,30.0,10.7,25.0,45.0,8.6,13.8,Bangladesh,159.9,$576.5 ,6.4,6.3,"$3,607",4.4,6.4,"2,235.4",34.0,,,
19,BANGLADESH,2018,20285,9981,30266,0.6702240137447961,12.0,BANGLADESH,Bangladesh,Asia-Pacific,128.0,29.0,,32.4,32.6,21.2,72.7,94.2,78.9,52.1,66.4,69.0,61.2,50.0,30.0,11.9,25.0,45.0,8.8,13.9,Bangladesh,161.5,$628.4 ,6.4,6.5,"$3,890.6",4.1,6.4,"2,332.7",33.1,,,55.1
20,BELARUS,2017,710724,2088,712812,0.9970707563845727,14.0,BELARUS,Belarus,Europe,104.0,40.0,58.6,50.9,56.3,37.6,89.8,48.7,92.8,71.3,74.6,60.4,80.6,30.0,10.0,2.2,13.0,18.0,23.0,42.6,Belarus,9.4,$167.7 ,-3.9,1.2,"$17,654",6.1,13.5,"1,583.9",59.9,,,
21,BELARUS,2018,677179,2239,679418,0.9967045324086203,14.0,BELARUS,Belarus,Europe,108.0,42.0,,53.5,57.3,42.0,89.8,47.9,75.4,74.1,73.1,62.3,81.4,30.0,10.0,1.8,13.0,18.0,23.0,41.7,Belarus,9.5,$171.0 ,-3.9,-0.5,"$17,999.7",0.5,11.8,"1,235.3",52.3,,,58.1
22,BENIN,2017,9737,2000,11737,0.8295987049501576,17.0,BENIN,Benin,Sub-Saharan Africa,96.0,11.0,59.2,36.0,29.4,31.3,68.6,85.9,71.3,51.9,52.4,85.4,68.7,80.0,50.0,10.6,45.0,30.0,14.8,24.9,Benin,10.9,$22.9 ,5.2,5.2,"$2,113",1.1,0.3,229.3,37.5,,,
23,BENIN,2018,10421,1680,12101,0.8611684984712007,17.0,BENIN,Benin,Sub-Saharan Africa,120.0,17.0,,35.5,31.3,30.2,67.4,85.6,49.7,60.7,49.9,84.7,55.6,80.0,50.0,17.2,45.0,30.0,18.3,21.9,Benin,11.1,$23.6 ,5.2,4.9,"$2,119.4",1.0,-0.8,160.6,50.3,,,56.7
24,BHUTAN,2017,2,1,3,0.6666666666666666,18.0,BHUTAN,Bhutan,Asia-Pacific,107.0,21.0,58.4,60.1,50.7,44.7,83.1,73.6,61.7,72.6,77.6,67.1,60.0,20.0,30.0,10.0,25.0,30.0,13.0,25.1,Bhutan,0.8,$6.4 ,7.7,7.1,"$8,201",2.6,7.2,12.1,115.7,,,
25,BOLIVIA,2017,18701,3721,22422,0.834046918205334,19.0,BOLIVIA,Bolivia,Americas,168.0,30.0,47.7,25.7,15.4,32.6,86.1,49.1,81.4,58.9,35.8,66.4,76.0,5.0,40.0,4.5,13.0,25.0,24.4,41.9,Bolivia,11.5,$74.4 ,4.8,5.5,"$6,465",3.6,4.1,503.4,39.7,,,
26,BOLIVIA,2018,16963,5241,22204,0.7639614483876779,19.0,BOLIVIA,Bolivia,Americas,173.0,30.0,,19.0,11.4,23.1,85.7,46.5,46.8,59.2,49.2,67.5,75.5,5.0,40.0,4.8,13.0,25.0,25.3,42.2,Bolivia,10.9,$78.7 ,4.8,5.3,"$7,218.5",3.7,3.6,410.1,42.1,,,44.1
27,BOSNIA AND HERZEGOVINA,2017,1064,95,1159,0.9180327868852459,20.0,BOSNIA AND HERZEGOVINA,BosniaHerzegovina,Europe,92.0,36.0,60.2,41.2,40.0,32.7,83.5,33.7,89.3,47.4,59.3,84.0,86.6,65.0,60.0,1.7,10.0,10.0,38.1,46.8,Bosnia and Herzegovina,3.9,$40.5 ,2.8,1.3,"$10,492",30.3,-1.0,249.5,45.5,,,
28,BOSNIA AND HERZEGOVINA,2018,1569,109,1678,0.935041716328963,20.0,BOSNIA AND HERZEGOVINA,BosniaHerzegovina,Europe,91.0,38.0,,39.5,43.7,28.4,83.5,41.5,94.4,49.3,59.6,83.5,87.8,65.0,60.0,1.1,10.0,10.0,38.1,44.1,Bosnia and Herzegovina,3.9,$42.2 ,2.8,1.6,"$10,957.5",25.8,-1.1,285.2,44.4,,,61.4
29,BOTSWANA,2017,1599,9,1608,0.9944029850746269,21.0,BOTSWANA,Botswana,Sub-Saharan Africa,34.0,2.0,70.1,58.1,54.0,57.6,77.1,61.2,99.4,68.8,68.6,77.9,83.8,65.0,70.0,0.6,25.0,22.0,34.4,39.7,Botswana,2.1,$34.8 ,-0.3,4.6,"$16,368",18.6,3.0,393.6,17.8,,,
30,BOTSWANA,2018,1649,8,1657,0.9951719975859988,21.0,BOTSWANA,Botswana,Sub-Saharan Africa,35.0,2.0,,57.7,54.7,56.6,76.1,63.4,98.2,69.5,64.6,79.0,83.9,65.0,70.0,0.5,25.0,22.0,35.8,34.9,Botswana,2.2,$36.7 ,-0.3,4.2,"$17,041.6",18.4,2.8,10.5,13.9,,,69.9
31,BRAZIL,2017,2347,506,2853,0.8226428321065545,22.0,BRAZIL,Brazil,Americas,140.0,25.0,52.9,55.0,49.7,33.4,70.1,53.1,22.8,61.3,52.3,67.0,69.4,50.0,50.0,7.8,27.5,34.0,32.8,41.9,Brazil,204.5,"$3,192.4 ",-3.8,1.0,"$15,615",7.2,9.0,"64,647.9",73.7,,,
32,BRAZIL,2018,2554,780,3334,0.7660467906418716,22.0,BRAZIL,Brazil,Americas,153.0,27.0,,55.8,55.5,31.4,70.6,50.7,7.7,58.6,46.8,71.4,68.5,50.0,50.0,8.3,27.5,34.0,32.0,40.5,Brazil,206.1,"$3,141.3 ",-3.8,-0.4,"$15,241.7",11.5,8.7,"58,679.6",78.3,,,51.4
33,BULGARIA,2017,4929,199,5128,0.9611934477379095,23.0,BULGARIA,Bulgaria,Europe,47.0,23.0,67.9,62.5,38.9,41.8,91.0,58.4,86.4,66.7,68.3,83.3,87.0,70.0,60.0,1.5,10.0,10.0,26.5,38.8,Bulgaria,7.2,$136.9 ,3.0,1.5,"$19,097",9.8,-1.1,"1,773.9",26.9,,,
34,BULGARIA,2018,4549,200,4749,0.957885870709623,23.0,BULGARIA,Bulgaria,Europe,47.0,23.0,,63.6,42.5,38.2,90.9,60.5,94.3,64.3,66.1,82.8,86.9,70.0,60.0,1.6,10.0,10.0,26.7,36.3,Bulgaria,7.1,$144.6 ,3.0,1.9,"$20,326.7",8.0,-1.3,776.2,27.8,,,68.3
35,BURKINA FASO,2017,12845,2108,14953,0.859024944827125,24.0,BURKINA FASO,BurkinaFaso,Sub-Saharan Africa,93.0,10.0,59.6,38.2,28.4,31.7,82.6,82.5,88.4,46.4,53.3,84.6,69.2,70.0,40.0,7.9,27.5,27.5,15.2,21.3,Burkina Faso,17.9,$30.9 ,4.0,5.5,"$1,724",2.9,0.9,167.4,31.0,,,
36,BURKINA FASO,2018,13029,2495,15524,0.8392811131151765,24.0,BURKINA FASO,BurkinaFaso,Sub-Saharan Africa,95.0,8.0,,42.1,47.1,31.8,80.6,83.7,80.4,51.5,47.0,84.5,65.8,65.0,40.0,9.6,27.5,27.5,20.6,23.3,Burkina Faso,18.4,$32.8 ,4.0,5.1,"$1,782.2",3.0,0.7,308.7,32.5,,,60.0
37,BURUNDI,2017,2346,622,2968,0.7904312668463612,26.0,BURUNDI,Burundi,Sub-Saharan Africa,139.0,30.0,53.2,25.7,19.8,24.6,73.8,69.5,69.6,53.5,67.4,75.2,74.2,55.0,30.0,5.4,35.0,35.0,12.9,29.9,Burundi,9.4,$7.7 ,-4.1,2.7,$819,1.5,5.6,7.4,38.4,,,
38,BURUNDI,2018,2377,798,3175,0.7486614173228346,26.0,BURUNDI,Burundi,Sub-Saharan Africa,157.0,34.0,,17.6,21.7,26.2,71.0,78.6,54.8,53.0,63.2,70.2,69.2,55.0,30.0,5.4,35.0,35.0,21.2,26.7,Burundi,9.6,$7.9 ,-4.1,2.0,$813.7,1.6,5.5,0.1,47.2,,,50.9
39,CAMBODIA,2017,8243,942,9185,0.8974414806750136,27.0,CAMBODIA,Cambodia,Asia-Pacific,94.0,20.0,59.5,42.4,22.1,12.8,90.2,88.1,95.7,29.6,62.0,81.0,80.3,60.0,50.0,4.9,20.0,20.0,13.4,18.2,Cambodia,15.5,$54.2 ,6.9,7.2,"$3,488",0.5,1.2,"1,701.0",33.6,,,
40,CAMBODIA,2018,9717,1442,11159,0.8707769513397258,27.0,CAMBODIA,Cambodia,Asia-Pacific,101.0,22.0,,36.0,24.5,17.7,89.8,86.5,92.1,30.6,57.7,79.7,80.3,60.0,50.0,4.9,20.0,20.0,15.0,21.2,Cambodia,15.8,$59.0 ,6.9,7.2,"$3,736.9",0.3,3.0,"1,916.1",33.0,,,58.7
41,CAMEROON,2017,24608,11178,35786,0.6876432124294417,28.0,CAMEROON,Cameroon,Sub-Saharan Africa,150.0,34.0,51.8,43.5,29.6,17.4,75.4,84.4,60.9,44.3,47.8,80.1,53.4,35.0,50.0,15.8,35.0,33.0,12.2,23.5,Cameroon,23.1,$72.6 ,5.9,5.2,"$3,144",4.6,2.8,620.1,33.5,,,
42,CAMEROON,2018,24806,11328,36134,0.6865002490728953,28.0,CAMEROON,Cameroon,Sub-Saharan Africa,149.0,32.0,,40.6,29.4,23.4,73.7,86.1,72.0,44.0,42.9,82.5,53.4,25.0,50.0,15.8,35.0,33.0,17.8,21.6,Cameroon,23.7,$76.9 ,5.9,5.3,"$3,248.8",4.5,0.9,128.2,32.8,,,51.9
43,CANADA,2017,24062,570,24632,0.9768593699253004,29.0,CANADA,Canada,Americas,7.0,1.0,78.5,88.3,80.8,81.6,77.4,52.3,80.3,81.9,73.1,77.8,88.4,80.0,80.0,0.8,33.0,15.0,30.8,40.3,Canada,35.9,"$1,631.9 ",1.2,2.2,"$45,553",6.9,1.1,"48,642.8",91.5,,,
44,CANADA,2018,26688,1416,28104,0.9496157130657558,29.0,CANADA,Canada,Americas,9.0,1.0,,87.5,77.1,78.3,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0,1.0,33.0,15.0,31.9,39.9,Canada,36.2,"$1,682.4 ",1.2,1.8,"$46,437.2",7.1,1.4,"33,721.1",92.3,,,77.7
45,CAPE VERDE,2017,12696,5623,18319,0.6930509307276598,,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,,nan,nan,,nan,,,,
46,CAPE VERDE,2018,13346,6752,20098,0.6640461737486317,,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,,nan,nan,,nan,,,,
47,CENTRAL AFRICAN REPUBLIC,2017,2379,1855,4234,0.5618800188946622,31.0,CENTRAL AFRICAN REPUBLIC,CentralAfricanRepublic,Sub-Saharan Africa,151.0,35.0,51.8,12.6,33.0,28.7,65.8,94.1,84.1,27.2,42.7,68.2,55.2,80.0,30.0,14.9,50.0,30.0,4.4,14.6,Central African Republic,4.8,$3.0 ,4.3,-4.7,$630,7.6,5.4,3.0,65.0,,,
48,CENTRAL AFRICAN REPUBLIC,2018,2574,1473,4047,0.6360266864343959,31.0,CENTRAL AFRICAN REPUBLIC,CentralAfricanRepublic,Sub-Saharan Africa,163.0,39.0,,17.9,28.2,24.6,64.6,94.6,96.4,27.2,34.5,70.5,57.2,45.0,30.0,13.9,50.0,30.0,11.8,13.4,Central African Republic,4.9,$3.2 ,4.3,-4.4,$651.9,6.9,4.6,31.2,42.5,,,49.2
49,CHAD,2017,5602,1542,7144,0.7841545352743561,32.0,CHAD,Chad,Sub-Saharan Africa,162.0,39.0,49.0,30.6,24.1,24.6,46.0,87.2,74.6,27.5,44.9,74.3,54.7,60.0,40.0,15.1,60.0,45.0,6.8,17.1,Chad,11.6,$30.5 ,1.8,4.7,"$2,634",5.6,3.6,600.2,39.3,,,
50,CHAD,2018,5128,2212,7340,0.6986376021798365,32.0,CHAD,Chad,Sub-Saharan Africa,162.0,38.0,,25.1,24.1,23.1,44.8,90.5,81.9,29.4,40.3,79.9,52.2,60.0,40.0,13.9,60.0,45.0,12.7,17.7,Chad,11.9,$29.0 ,1.8,3.4,"$2,445.2",5.8,-1.1,559.9,51.2,,,49.3
51,CHILE,2017,1068,108,1176,0.9081632653061225,33.0,CHILE,Chile,Americas,10.0,2.0,76.5,68.2,63.7,70.5,77.6,82.2,96.1,72.3,64.3,82.2,86.4,85.0,70.0,1.8,35.0,25.0,19.8,25.8,Chile,18.0,$422.4 ,2.1,3.9,"$23,460",6.4,4.3,"20,176.2",17.1,,,
52,CHILE,2018,940,172,1112,0.8453237410071942,33.0,CHILE,Chile,Americas,20.0,3.0,,67.9,63.4,61.2,78.0,81.3,91.7,72.4,60.4,82.4,88.7,85.0,70.0,0.6,35.0,25.0,18.8,25.0,Chile,18.2,$438.8 ,2.1,3.0,"$24,112.9",6.6,3.8,"11,265.7",21.2,,,75.2
53,CHINA,2017,2447332,83644,2530976,0.9669518794330725,34.0,CHINA,China,Asia-Pacific,111.0,24.0,57.4,48.3,60.7,41.6,70.0,73.0,92.5,53.9,63.4,71.8,73.6,20.0,20.0,3.2,45.0,25.0,18.7,31.9,China,1375.0,"$19,392.4 ",6.9,7.8,"$14,107",4.6,1.4,"135,610.0",43.9,,,
54,CHINA,2018,2704345,105269,2809614,0.9625325756491817,34.0,CHINA,China,Asia-Pacific,110.0,24.0,,46.7,65.4,47.3,70.4,71.6,85.9,54.9,61.4,71.4,73.2,25.0,20.0,3.4,45.0,25.0,17.5,30.7,China,1382.7,"$21,291.8 ",6.9,7.3,"$15,398.6",4.6,2.0,"133,700.0",46.2,,,57.8
55,COLOMBIA,2017,1619,178,1797,0.900946021146355,35.0,COLOMBIA,Colombia,Americas,37.0,4.0,69.7,63.8,25.2,39.6,80.1,74.2,89.8,77.1,77.9,77.0,81.6,80.0,70.0,4.2,33.0,25.0,16.7,29.6,Colombia,48.2,$667.4 ,3.1,4.6,"$13,847",10.0,5.0,"12,107.6",49.4,,,
56,COLOMBIA,2018,1734,294,2028,0.8550295857988166,35.0,COLOMBIA,Colombia,Americas,42.0,6.0,,60.7,36.4,33.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80.0,70.0,4.2,33.0,25.0,16.1,29.2,Colombia,48.7,$688.8 ,3.1,3.7,"$14,130.2",9.9,7.5,"13,592.6",47.6,,,68.9
57,COMOROS,2017,3309,1559,4868,0.6797452752670501,36.0,COMOROS,Comoros,Sub-Saharan Africa,121.0,22.0,55.8,37.3,22.6,30.0,64.6,81.2,98.6,58.5,50.6,81.5,70.2,45.0,30.0,7.4,30.0,50.0,11.8,25.5,Comoros,0.8,$1.2 ,1.0,2.3,"$1,519",19.6,2.0,5.1,26.7,,,
58,COMOROS,2018,1292,633,1925,0.6711688311688312,36.0,COMOROS,Comoros,Sub-Saharan Africa,121.0,18.0,,36.7,28.2,27.5,59.7,77.8,96.6,57.5,58.7,81.2,74.9,45.0,30.0,5.0,30.0,50.0,25.1,27.2,Comoros,0.8,$1.3 ,1.0,2.3,"$1,529.2",20.0,2.0,8.0,26.3,,,56.2
59,CONGO (BRAZZAVILLE),2017,10122,4043,14165,0.7145781856689022,,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,,nan,nan,,nan,,,,
60,CONGO (BRAZZAVILLE),2018,10067,5111,15178,0.6632626169455791,,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,,nan,nan,,nan,,,,
61,CONGO (DEMOCRATIC REPUBLIC),2017,18742,10847,29589,0.6334110649227753,,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,,nan,nan,,nan,,,,
62,CONGO (DEMOCRATIC REPUBLIC),2018,5643,4197,9840,0.5734756097560976,,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,,nan,nan,,nan,,,,
63,COSTA RICA,2017,139,7,146,0.952054794520548,39.0,COSTA RICA,CostaRica,Americas,63.0,10.0,65.0,51.6,55.6,55.4,79.4,88.5,42.4,68.1,53.9,80.8,84.7,70.0,50.0,2.7,25.0,30.0,23.1,20.0,Costa Rica,4.8,$74.9 ,3.7,3.6,"$15,482",8.6,0.8,"2,849.6",42.4,,,
64,COSTA RICA,2018,136,3,139,0.9784172661870504,39.0,COSTA RICA,CostaRica,Americas,57.0,11.0,,54.8,57.8,51.8,79.3,88.9,46.8,68.3,50.3,85.0,84.7,70.0,50.0,2.7,25.0,30.0,23.4,19.3,Costa Rica,4.9,$80.7 ,3.7,4.0,"$16,435.8",9.0,-0.0,"2,762.1",43.7,,,65.6
